,reviews,Review Sentiment,Sentiment
508,"the legroom was appalling. first of this was one of the smoothest uk to us flights i have taken. the boarding was appalling and had families with kids queue for no reason at all. they called families to the front but then decided to board business and premier classes first which i appreciate why but why call families? the worse seats ever and the legroom was appalling. the entertainment system is basic, it does not support bluetooth headphones, the usb does not support your own devices for movies although the website says yes and the headphones input was as good as useless.  the crew were nice so sorry i missed that.",-0.6347,Negative
509,"friendly and keen to please. flying during covid is always a challenge. ba’s verifly app worked perfectly and on-line check-in was seamless. the bags drop at t5 was seamless and boarding was done efficiently by zones. although an older 777 it had been refurbished and everything was new and clean. the cabin crew were a credit to the airline – smartly dressed, friendly and keen to please. we were offered two drinks before lunch was served, with more drinks with the meal. the food was acceptable and we were given a tasty sandwich before landing. obviously it was only economy but, after 8 hours flying, i arrived relaxed and unstressed.",0.9423,Positive
510,"food and drinks choices and tastes amazing. flew to nashville via chicago in first. excellent check in and security. lounge was good. food and drink choices very good. first cabin on 787 is 8 seats. comfortable seat, entertainment a little clunky. cabin service top banana!! food and drinks choices and tastes amazing for an aircraft. a special call out to stewart tim. a credit to ba.",0.9814,Positive
511,"ba hang your head in shame. i had low expectations of business class ba on european routes but this flight was even worse. t5 is a mess with 90 minute queue to check bags with tons of people arriving late. check in guy seemed clueless about turkey needs for pcr etc. ba lounge is a joke so i went out and got sushi from a restaurant - there was mulled wine in crowded lounge but just bad all round. boarding was chaos and we left an hour late. a320 was jammed full but business class there is little legroom and just the middle seat free, you might as well fly a low cost carrier for same seat. there is no inflight screen no overhead screen. although the curtain was closed economy people used the forward bathroom with no crew sending them back. the only salvation was a pretty decent shepherds pie and red wine otherwise i would avoid flying ba. the next day i flew the same aircraft type to bahrain on another carrier with proper business class seat in flight screen, headphones, good food and drinks, arabic coffee, dates and gracious service. ba hang your head in shame.",-0.9437,Negative
512,"just used the new club world. we've just used the new club world for the first time and were delighted with the new configuration. the privacy afforded is so much better, in-flight entertainment and storage were brilliant. unfortunately, we had the most lethargic crew ever who once the meal was served basically disappeared. the wines were warm, they even forgot to offer my wife a drink with lunch, and she also had a pair of used socks in her storage cabinet. heathrow was a nightmare as often happens. being 5 minutes early was rewarded with a 40-minute wait for a gate, then a 2.5 hour wait for our luggage, absolutely shocking in covid times.",0.8553,Positive
513,"waited for my bags for 3 hours. my flight yesterday 18/12/2021 was due to take off at 1215, soon after reaching the gate first passengers were called for pre-boarding, then gate staff said the aircraft has not been given permission to land at aberdeen due to poor weather. airport information kept telling passengers to go to gate for a further hour and a half before passengers learned the flight had been cancelled via the ba app, we then had to join a line for the customer service desk, it took two hours to reach the desk in my case, on reaching the desk i was told i had automatically been booked on the following mornings flight and being offered overnight hotel. that did not meet my needs so i requested cancellation and to get my bags back, i was told to cancel my booking on the ba app, they could not do it at the desk. i was then directed via a gate to collect my bags, this meant having to go via the uk border to reach a baggage belt, then i waited for my bags for 3 hours because they had automatically stored my bags for the following days flight. ba staff were rude and dismissive of customer complaints at length of time bags were taking to arrive, like it was our fault for cancelling the alternative flight they had offered the next day.",-0.8316,Negative
514,"certainly make us avoid ba in future. it is first time we have flown ba business class in a 777 aircraft and hopefully it will be the last. firstly, the check-in and crew were great - friendly and helpful. it was manual check-in, not a machine, which is always much nicer. no complaints at all in that department. food on the journey was adequate but no choice of starter, or desert and 3 choices for main course, business class seating is 2-4-2 with alternate seats facing backwards, as are both the centre seats. we were in those, so you are either facing a stranger on the aisle seat, or you put the screen up  and you are in a claustrophobic bubble. you cannot see out. you cannot see other passengers. it was slightly better as it was my wife and myself, but it would be utterly awful to be shut in this space with a stranger.  nowhere to put a glass, bottle of water, book, or glasses within easy reach, unless you keep the table down. in most business class seats you can tuck your bag under the seat in front for take off and landing, but there is nowhere to put a bag, so everything has to go in the overhead locker, and they are missing over the first 4 rows of centre seats, so not much storage space. we were in row 1 and to get out you have to climb over the legs and leg rest of the person in the aisle seat in row 2. now if you are travelling solo in the centre seats that is always the case, but normally if, as a couple, you take aisle and centre at least you are climbing over your partner's legs, not some stranger. i am 5ft 10 and could just about manage. my wife at 5ft 4 could not get over without disturbing the passenger in the row behind. the reading light was hopeless and did not shine on your book and the light controlled from the handset did not work at all. this is utterly awful design and will certainly make us avoid ba in future, if at all possible.",0.299,Neutral
515,"i am still waiting for an answer. i claimed my miles right after my trip at the beginning of august, they took almost 4 months to reply and to my surprise to reject my request without providing any reasons. i have sent them a complaint per e-mail and i still didn't get a reply. it has been 4.5 months and i am still waiting for an answer. furthermore, many people were not wearing masks and when i asked the flight attendants why they were allowing people not to wear the masks they said there are medical exceptions. when we ordered more drinks they replied that we needed to pick them out ourselves, what a business class customer service.",-0.4215,Neutral
516,"ba did nothing to ease the process. british airways is taking reservations and then cancelling flights without giving any reasons. we had further plans that all needed to be cancelled because of the flights. ba did nothing to ease the process and offered absolutely no explanation of why the flight was cancelled, i am not going to travel on ba again and may not travel again this year at all.",-0.8569,Negative
517,"i don't even get an apology. i have a flight booked for january 2022, they send me an email at the beginning of december informing me that my flight was changed. my second flight was moved to the next day, making my layover 26 hours, called them, was told to just cancel. what kind of answer is that? i mean i still need to fly to where i am going, and booking with another airline closer to the day i am flying will be more expensive. it is a very big inconvenience for me and i don't even get an apology, just cancel!",-0.7069,Negative
518,"whole experience was stressful, costly. i had a future travel voucher for singapore to london which i thought would be perfect for my flight to relocate home. i'd been under the impression that it was a simple process - just call up and book onto the same route that i'd previously paid for (and that had previously been cancelled by ba themselves) - but on a new date. how wrong i was. first, i had to pay to top up my flight - a significant amount, equivalent to around the value of my original flight which was a redemption ticket of part cash part airmiles. this was because of price increases and the fact that i was flying at peak times. the extra charge also meant that i overall paid more than face value (their online price at the time for the ticket) for the flight, as well as them still keeping the airlines i'd redeemed. they explained that the online price and redemption prices differ and that's just how the system works. however, if i had taken a refund i would have lost a lot of money to administration fees. they had me in a desperate situation where i was losing hundreds of pounds to them no matter what i did, so i cut my losses and booked the flight. or at least i thought i did. the call centre agent - who had previously explained she was working remotely with no manager or supervision (and no way to escalate issues) - took my card details (including full card number, dates, and cvc code) - and explained my flight ticket and receipt for payment for an extra bag would follow. a week later, i still had no ticket, no details, no charge to my card, no booking reference - nothing. i called up to confirm. the call centre agent i reached apologised and advised he would escalate it to the bookings team and again took my card details. once again, i waited another week, and sign of being booked onto a flight. thus began a cycle of increasingly frequent and desperate calls to british airways as they repeatedly failed to do the simple task of booking me on a flight, spanning over 6 weeks.  on the friday before my monday flight, i sat in tears to another ba call centre agent who promised to get me on my flight and book my extra bag. the next day - around 48 hours before i was due to fly, i finally got my booking reference yet they still failed to charge me for or add on my extra bag. luckily, i noticed this on my check in details and managed to add a bag online. the whole experience was stressful, costly, and resulted in me spending hours and days on the phone listening to british airways hold music. furthermore, there has been a significant cutback to bas inflight catering service due to covid, resulting in smaller portions, leaving me quite hungry on such a long flight. though i've flown ba repeatedly with few problems in the past, their service has gone significantly downhill.",-0.9624,Negative
519,"british airways had rebooked with delta. extremely disappointed in trip experience. i am gold mvp 100,000+ miler with alaska airlines. my ticket and travel wasnt linked with alaska airlines. when speaking with alaska representative, they confirmed it was due to lack of effort on british airways in accomplishing this task. i could over look the lack of effort on this even though frustrating. the main issue is the ticketing and flt connection process.  i departed egypt this morning with connecting tickets in hand. once i arrived in usa apparently my alaska (as 2449) flt was changed to a 5 hour later flight with a completely different airline (delta). who does that without notifying the customer. i found this out when trying to go through security in seattle, they said my ticket was not valid. i had to go to alaska airline to find out what the issue was. they explained british airways had rebooked with delta. this took about 30mins with customer service. then i had to go to delta to sort the mess out. i am so frustrated.",-0.9034,Negative
520,"british airways happy to encourage the spread of covid. british airways seems happy to encourage the spread of covid. took the 7am flight from t5 at heathrow to paris cdg on 22nd november, which was boarded by bus from a remote gate. the bus driver insisted on packing the bus to its maximum possible load, standing by the door and telling customers to squeeze right up and he was not leaving the terminal until the bus was full. the result was that passengers in the bus were packed tight and the maximum facial distancing was about 15cms! a second coach to the aircraft followed just a few minutes later and had about 15 customers on it. it is shameful that ba ground staff exercise no control and did nothing to check the bus boarding process, and whilst the flight was okay, this serves to underline how ba seem happy to disregard any covid-19 safety protocols in the airport environment. in contrast, on recent air france and iberia flights, their ground staff are much more disciplined and actually try to control customers. maybe this underlines the very laissez faire attitude to covid that now prevails in the uk.",0.8478,Positive
521,was refused an early check in. i was refused an early check in and was told to come back at 2:30pm for a 5.05pm departure. there was no staff until 2:45 and both staff members were very inexperienced with poor attitude taking up a lot of time for each passenger.,-0.7759,Negative
522,"the crew failed to work as a team. check in was ok, all documents were scanned without problems. the flight was delayed by 50 minutes due to crew members been stuck on the m25. not the airlines fault. 3 replacement crew where found and boarding onto a new a321 neo went ahead. the club europe cabin was 12 rows of economy seats with the middle seat blocked off. for me at 5.11 tall, i can fit ok, however anyone taller than me might struggle with limited leg room. the inflight service was a a stop - start affair, nothing to write home about. the crew failed to work as a team. you had to go to the galley to get extra drinks. i was even served cool coffee with filter paper in the bottom of the cup. landing and disembarking went without a hitch and included a bus ride to the terminal. not ba's finest hour.",-0.658,Negative
523,"an ok experience with a great cabin crew. arrived at the south airport in tenerife 2 hours before departure, iberia had not opened the check in. even with a full flight waiting, the usual check in process post covid took place, with the usual errors in the paperwork slowing things down. passing security was fine and iberia had a lounge with 160 person capacity to serve drinks and a simple selection of cold food. boarding was done by a 15 meter long bus ride as the plane was parked at the gate. not sure why. the plane was a very new a321 neo, with 14 rows of club seating. the seat was ok for a 4 hour flight, but anything longer and i would expect club europe to have more leg room than the couple of inch’s between my knee and the seat in front. food and drink where very good, served with steel cutlery and glass tumblers. good selection of wine to go with a above average salad. overall it was an ok experience with a great cabin crew.",0.9648,Positive
524,"crew good, seats very uncomfortable. check-in very slow. no app check-in and could not check my vaccine qr code online. check in staff friendly but too few of them. ba silver card holder and no stockholm lounge  to use. boarding fine, but plane was worn out. seats close together and row 30 even worse.  crew really professional and happy it seemed. arrival at heathrow a total shambles. ba777 landed at 12.50, no gate so waited and waited for 25 minutes. then ba jetty didn’t work. then ba had no steps. very slow to leave plane as only moderately mobile wheelchair passengers struggle down the steps. everyone was very patient and supportive but it was terrible to watch. so ba skimping on lounge, plane condition and gate. crew good, seats very uncomfortable.",-0.8986,Negative
525,"my booked seat is not available. after 1h queuing at the check-in desk, i am told that my booked seat is not available. why do you sell seats that you do not have?",0.0,Neutral
526,"penny pinching by ba in club class. outbound, seated in row 10, i was told they had run out of my chosen food option (shepherd's pie), so i had to settle for gnocchi. the steward had the temerity to blame the food supplier - as if ba could not get a better one! on the return, boarding from the back, not by priority, then, seated in row 12, i had the last half glass of champagne (only because one of the other passengers in row 12 had declined). food was rigatoni with vegetables. overall, penny pinching by ba in club class. dreadful - not for us again.",-0.7002,Negative
527,"only just about recommend. flew club europe london - tenerife south 5 november and returned 12 november. club europe seats are not comfortable - you pay a lot more for exactly the same leg room but have the middle seat of 3 empty to spread out a tiny bit. for the fare i would hope for at least a couple more inches of leg room - it would make a huge difference. we did at least get a meal (outbound cottage pie and inbound sausage and mash) which were not too bad and a drinks service. however, on the inbound ba had no white wine - apparently there is a problem with their suppliers. did not pre-book seats due to the extortionate fees for pre booking. just about any other airline will not charge for pre booking a seat if you are in premium classes. back to the flights: both in a new, or nearly near a320, both very smooth with no timing issues at all so all good in that respect. not a good check in experience at tenerife south - just tacked onto the end of a large tui check in queue. also not a great lounge - the vip lounge is merely adequate with ok seating for an hour or two. i would only just about recommend - there are still reservations about exactly what ba is trying to become.",0.9402,Positive
528,"they are so unorganized and slow!. 3 hours standing in line for boarding pass. airline would not allow me to obtain boarding pass electronically. then they said the flight was overbooked so my adult daughter got bumped from the flight. and yes, we used verifly. my flight is now delayed for at least 30 minutes. they are so unorganized and slow! getting a seat in advanced is not performed like other airlines. you have to wait even though i paid for it. avoid this airline at all costs! absolute worst!",-0.7993,Negative
529,"customer service is non existent. i have been trying to get a hold of ba to change my return flight for the past week now. i cant change online because i'm flying out of another city so the service is unavailable online. i've tried live chat several times and waited 2.5 hours only to be told there's no one available (during business hours). i have tried calling and the line always drops from their end. customer service is non existent. however, of course if you call the ""new booking"" line someone immediately picks up of course, however they can't help me nor put me through to anyone apparently. shambolic excuse of an airline that doesn't deserve to be a national airline. i haven't had these problems at all and i've been flying throughout covid (for work unfortunately). it's been easier to change my flights with domestic latin american airlines and i don't even speak spanish.",-0.128,Neutral
530,"their customer service is a shambles. this whole experience was sickening, over 3.5 grand spent on the holiday and their customer service is a shambles. drop down menu to drop down menu not stating what i wanted to complain about. would not even allow me to add tier points. the flight to london was marred with problems. in london we received an upgrade email to fast track and vip lounges due to amount spent. this never happened and treated as paupers wherever we showed the email. we had to change planes to the other side of the airfield. the resort (riu paradise beach) was riddled with bad food, drugs and bad attitude and when you complained you were fobbed off as they knew there was no ba staff to sound off too. the return journey was a shambles and more delays finally arriving back at manchester completely exhausted and needing another holiday. there is light at the end of this horrid tunnel virgin atlantic have just started the same route from this month. now we all know this is a better option.",-0.8945,Negative
531,"poorly mismanaged services. poorly mismanaged services this time. disappointed with the huge queues due to unavailability of attendants at the counters, had to wait around 1.5 hours just to check in. then came the boarding, again had to wait at the passage for 15-30 mins. finally when we thought things are better now, on reaching london our next boarding pass was not scanned. around 15-20 passengers including me had to wait from 7.45 am until 1.40 am for the next flight. on boarding the next flight, no space to keep the luggage. journey was really hectic and did not expect this from ba.",0.1779,Neutral
532,their customer service is a shambles. currently dreading my flight with ba considering they have hung up on me and mum on the customer service line twice now and will not reply via the so called “live chat”. all we wanted to find out was how there were two flights booked under my mums name plus a flight for my dad and not one for me. we just wanted to be able to make a name change. absolutely impossible. their website is unusable. their customer service is a shambles. they couldn’t change the name. told me that we should’ve done the booking more carefully. well you’re going to have these people making mistakes. so maybe change your website so that we can make changes to our flights. like hello it’s the 21st century. you should have a button saying “change name”. anyways not the point. the woman on the phone started raising her voice at us because she wasn’t making it clear on what to do. then when i gave up towards the end of the call i just said “thanks for your help i’ll deal with it la-“ got cut off. 50 minutes and got nothing. all i can say is good luck.,0.8347,Positive
533,good professional crew. another ba shuttle flight and a good one. fantastic flying weather and i would say a 40% load factor. good professional crew. friendly and complimentary snack arrived early so now worries. and getting to the a gates at t5 makes for an easy exit. still a cut above their competitors although a bit more expensive they make up for that in total product delivery.,0.922,Positive
534,"not dreadful but something for ba to think about. flight from larnaca to lhr. check in was ok. the lounge was an aspire lounge and shared, it was basic but ok. flight left 20 minutes late but made up time en route. there were 13 rows to the business class cabin on this a321. service was ok but it was quite expensive for the product offered. it’s a long sector and the food wasn’t great. drinks were ok but the staff kept going on about a lack of glassware, not really interested if i’m being honest when we’ve paid a lot of money for it. staff were friendly and as responsive as they could be. club europe is fine for flights less than three hours but not for longer. the seats are not so comfortable. not dreadful but something for ba to think about.",0.9633,Positive
535,"could not have asked for better service. upon checking in at the club desk in lisbon airport our passenger locator forms were found to have an incorrect reference number for our day 2 test and the check in agent denied us boarding, causing my wife, who had recently spent some long time in hospital in the u.k., much distress. he was only doing his job of course, but we requested him to call a supervisor. the check in manager, goncalo ribeiro, came to our rescue.  not only did he identify the problem but spent half an hour of his time arranging a new supplier for our day 2 test, uploading it onto our plf’s, verifying our flight documentation and fast tracking us through check-in. he was at the gate on boarding to wish us a comfortable journey; we could not have asked for better service. he was a very professional ambassador for ba!",0.901,Positive
536,"ba at its best. club europe on british airways. outstanding and wonderful to have ba back. the welcome on board was warm and sincere. flight attendants helpful, friendly and professional. great updates from the flight deck. super lunch and good choice of wines. ba at its best. hopefully this excellence is also a reflection of a new ceo with the departure of alex cruz.",0.9919,Positive
537,"boarding was chaos. good flight but boarding was chaos, was gifted with the beautiful a10 gate at lhr t5(, so we were bussed to the plane (first time i've used a bus gate there). the a320 was at t3 at a gate with a jetway, nevertheless 168 passengers (full flight) boarded via steps - this caused an hour waiting at the ""gate"" as well as the baggage taking ages. also the seat recline on g-gatl (9f) is broken.",-0.0644,Neutral
538,"this time it was good value. usual ba economy trip, pleasant crew. complimentary snack and water and small bar service which has reasonable prices. i am not a fan of the new neo aircraft. very cramped seating and uncomfortable. the armrests between seats are tiny thin and short in length and offer little support for two people and not enough for one. aisle width seems smaller and going to the toilets at the back seems awkward. i have done a transatlantic on this aircraft with another airline and it’s not for me. other than that ba still offers a good product that can be good value or over priced. this time it was good value.",0.9427,Positive
541,"it was an absolute delight. i have just returned from an amazing holiday and felt compelled to write a review. the flight is generally a torment for me being a nervous flyer, however, on this occasion it was an absolute delight. on both inward and outward journeys, i was impressed by the professionalism, friendliness and kindness of the cabin crew. i was in economy but was treated with the respect and service i would expect in the first class cabin. my particular thanks must go to amir, who was absolute joy and a credit to british airways. i cannot wait to fly again with you and that from me is huge, thank you so so much.",0.9862,Positive
542,"plane was clean and air quality very good. the plane was clean and air quality very good. timing was perfect. i was seated in 15 k. to begin with , i had difficulty using the buttons to get the leg rest up as well as push back the seat. when i requested a cup of tea just as the drink service started, i was told that tea would be served after dinner. i did press the loght twice to indicate my need and nothing happened. at dinner, there was no tea service. i did get up and go to the galley and ask for a cup of tea.  there was no hand soap in the washroom. however, on my way to london from toronto, my experience was a good one. however, it was not the same on my return flight.",0.8108,Positive
543,overall a very enjoyable flight. the service was excellent. the cabin staff were attentive and efficient. the food and drinks were very good. the seat in the new suites is extremely comfortable and the additional privacy is really nice. overall a very enjoyable flight.,0.9616,Positive
545,"voucher is valid for another two years. terrible customer service. booked my flight before covid. couldn’t go, still can’t go as borders are still closed. i wasn’t given an option just told i have to take a voucher. now i have no job and no plans to travel and they refuse to give me my money back although i booked for a flight for cayman and i still haven’t been able to go. they cannot provide the service i paid for and refuse to refund me. they are not sympathetic or understanding.  the voucher is valid for another two years, i wonder how many flights will go up by then. i wonder how many more regulations there will be. i’ve been such a good customer and feel i deserve better.",-0.7784,Negative
546,"check-in was longer than normal. this was my first flight during the pandemic, so it was understandable the difficulties facing airlines. check-in was longer than normal due to the vaccine checks and passenger locator forms etc. but on the return flight, it was a total mess. just two counters open for economy and one for business. there were arguments regarding vaccine checks, where two ba staff were contradicting each other. it took an hour and ten minutes just to check in, resulting in the flight delay. on board, i was not expecting great service.  seating was extremely uncomfortable, 29 inch pitch and 17 inch wide seats - just about bearable for an hour and a half flight.  on board service was a packet of crisps and a small bottle of water from another, no eye contact with me just handed out. however, i was pleased that disembarking passengers were let out in groups, despite a few idiots who decided to stand a up to get their hand luggage out while the aircraft is was still taxing to the gate. the cabin crew did manage to force them back to their seats and close the lockers.",-0.9491,Negative
547,"drinks and meal service was efficient. lca to lhr in club europe. quick check-in at lca with speedy passport control and security. aspire lounge was clean and spacious with reasonable buffet food and drink. boarding by group and pushback on time. ce stretched back a full 15 rows and the single toilet struggled. drinks and meal service was efficient despite the many rows, but the vegetarian option was the usual pasta splodge and reminiscent of economy of yore. onboard w-fi was adequate, if rather slow, and it shouldn't be charged for in business class. arrival ahead of schedule. disembarking en masse and through e-gates surprisingly quickly. overall, a flight that was typical of the post-covid standard for short-haul business class.",0.7838,Positive
548,"no response to my emails/messages. i had booked a flight from heathrow on friday 27th august 2021 to fly to manchester airport. on arrival at heathrow to check in, the british airways staff informed me that i had booked both flight seats in my name by mistake. i offered to pay a fee to get the second seat changed to my sister's name but british airways refused us to board and sent us home. however, the staff member who i spoke to at the desk promised to email us flight vouchers which i would get shortly so that i could fly at another time with ba since they do not offer refunds. i never received these flight vouchers. i have chased numerous times on the phone with ba staff who said that it was my error and that no flight vouchers would be sent to me. they have no record that a staff member spoke to me and promised these vouchers, they say i was just a 'no show' which is inaccurate. i have sent numerous emails to ba explaining what happened and asking form my promised vouchers. i have had no response to my emails/messages. one ba staff member on the phone said that i should track down the lady i spoke to at heathrow and ask her if she remembers me. so ludicrous as i did not take her name and i doubt she would remember me since she sees hundreds of ba customers a day.",-0.9262,Negative
549,"crew were so unorganised. we have flown with ba for many years and never will again where there is an alternative. booked and paid for club class flights. didn't receive a meal or drinks onboard, crew were so unorganised. we were delayed on the ground for 30 minutes prior to departing so they had plenty of time to prepare but the in-flight service was delayed once up in the air. they commenced the service, albeit very slowly, then abandoned it and closed the service altogether. the crew never even had the decency to speak to us to apologise in person or even over the tannoy.  complained to ba and received an apology by email with the usual ""we fell short of our standards"" generic speech, but no offer of any partial refund or avios to compensate for the lack of service.",-0.9152,Negative
550,impressed with their customer service. the crew at denver airport is top notch! so impressed with their customer service. they were very patient and courteous. thank you all for being amazing.,0.9366,Positive
551,ordinary ba domestic flight. an ordinary ba domestic shuttle flight from belfast to london heathrow. usually uneventful except for the cabin crew announcement three times advising people complete a uk passenger arrival form from the gov.uk website or risk prosecution. some people challenged this statement and were rebuked. ba cabin crew were adamant that this was now a requirement. but the regular traveller amongst us knew this was incorrect advice. some people were anxious departing the aircraft. other than that crisp snacks and water were offered which is a nice touch. sky cafe still not on sale - not quite sure why given covid protocols in the uk are mainly relaxed now. ba is still by far the best operator from ulster to england.,0.8263,Positive
553,got to the hotel and no dinner for us. the service is got super inconsistent on ba and the management of our diverted flight was unprofessional and lacked any shred of empathy. the flight down from london i was in business class i asked for the mini bottle of champagne that i always treat myself to the cabin crew member said i can’t give you the bottle only a glass. however the other crew member was giving bottles to other passengers in row one and two we were in 3. i asked for a top up and staff said not until they were finished the business cabin in case they would run out. the crew should not pick and choose one passenger over another and change the service that is not fair. we got diverted as volcano ash was impacting tenerife we needed to refuel at gran canaria 20 mins from tenerife but we were diverted to malaga. we got an e mail clearly stating meals and accommodation the crew also said the same - we got to the hotel and no dinner for us and there was no room service. breakfast was at eight but our bus to the airport was also at eight all we could do at 7.50 was to grab something from the buffet and run to the coach. i have been on diverted flights before we got dinner and  breakfast.,0.3224,Neutral
554,"such indifference and lackadaisical attitude. such terrible service in club world. such indifference and lackadaisical attitude. hardly any service. everything has to be asked for and gotten. asked for a cup of tea and had the flight say..'whaa' and then when i said cup of tea she said yes...asked if wanted milk and sugar. brought to me lukewarm tea with 2 sugar sachets, no spoon or stirrer. pushed the bell for stirrer and had to wait a full 3 mins before someone came by, eventually for a spoon and had to drink cold tea. seriously ba...what are you doing? is this how you welcome back people to fly?",-0.7319,Negative
555,post-covid lunch remains restricted. lhr to lca. galleries lounge chock-a-block first thing on a wednesday morning and t5 seemed as bustling as pre-pandemic. boarding by groups efficient and flight almost full. superficially the cabin seemed clean although long hairs on pillows gave the game away. expanded club europe stretching back 12 rows - the new norm? departure on time. good drinks service which sequed smoothly into lunch. post-covid lunch remains restricted - do&co must be horrified by what they're having to produce: miniscule salads and the worst gnocchi dish i've ever tasted. wi-fi access wasn't free for business class passengers: £4.99 for an hour of intermittent service is excessive. arrival ahead of schedule and no issues with passport control at lca.,-0.7719,Negative
556,"in the air great service. very pleasant flight to lisbon! it was a full flight and we left about 10min late as we were taken to the aircraft by bus at heathrow and the gate staff allow too much hand luggage to the aircraft. however, in the air great service by the 3 male crew on a big club class cabin. friendly and efficient crew even to some demanding and obnoxious passengers. late breakfast/brunch served was tasty. what a contrast to the iberia crew (lisbon/madrid/london) who were cold and unprofessional.",0.8976,Positive
557,"no check in staff for economy. no check in staff for economy. never experienced this before. while business passengers strolled up, economy passengers were left standing for 90 mins plus.",-0.296,Neutral
558,"no refund for flights cancelled. no refund for flights cancelled 14 months ago but provided a ticket voucher valid until 30 april 2022. tickets bought on edreams on june 16, 2020 for a flight on july 7, 2020, from geneva to são paulo through london (british airways), round trip. the lhr-gru flight was cancelled without any explanation. i contacted both edreams and ba a number of times in the last 14 months but they did not refund the 461 euros that i paid.",-0.4854,Neutral
559,i wasn't allocated a seat. stranded in the lounge because i wasn't allocated a seat. this for a flight that i booked months ago. i didn't want to use them but was forced to because emirates wasn't available. i advise travelers to shun them too and look for more customer friendly options.,0.1547,Neutral
560,"stupidity of this whole situation. i think british airways needs to be much clearer about what their covid-19 ""travel flexibility"" really means, because it doesn't pass the common-sense test: i purchased a round-trip business class ticket from new york to-and-from mykonos through london. i traveled there with no problem. the day before my return to new york, though, i took my covid-19 test and learned that i tested positive. i tried to call the airline on the many usless numbers they provide on their website. the recorded message drones on and on about how they have no one to answer the phone because of covid safety and simply says ""therefore we can't answer your call; try again."" no ability to leave a call-back number or a voicemail, etc. for whatever reason the ba website thought that i had bought the ticket through a third-party agent (i did not - i bought it on ba.com) and so wouldnt let me cancel or reschedule the flight on the web site. i called and called over the coming days and could not get through to the london, athens or new york lines. two days later after having 2 negative pcr tests (the most accurate test), i learned i was not positive and so had to buy a new $5000 return flight to the u.s. i've now been calling the ba usa customer service line for nearly a month at least every other day, never to get through. finally did and have been told that the fact that i couldnt get on the flight because of a covid scare counts for nothing. the fact they dont have enough people answering the phone counts for nothing. or that i was unable to change the flight to a few days later on the web site becuase the ticket was mis-booked. they have offered that if i send them a greek doctor's note saying that i was sick, then they'll give me a voucher for a future flight from mykonos to new york. i am speechless at the stupidity of this whole situation.",-0.8068,Negative
561,"lost the connecting flight to tirana. my flight from boston to heathrow arrived in time, but i and other passengers were not allowed to disembark the plane. we were kept in the tarmac for one hour and a half without being given sufficient information about what was causing this delay. because of this delay, i and other passengers lost the connecting flight to tirana. i was offered another connecting flight which was 8 hours later from the time of arrival. when i booked this flight, one of the main reasons that made me choose it was the fact that the layover was a little bit more than an hour. turning it into an 8 hour layover i think is unacceptable and very poor customer service. it shows lack of respect for your clients and lack of commitment by this company to provide to their customers what they were promised and what they paid for. i am very disappointed by this experience.",-0.959,Negative
562,"service on the same route is becoming worse. year after year the british airways (ba) service on the same route (washington-london) is becoming worse. we just had one bad experience after another on this route in july 2021.  british airways (ba) notified us that our connection flight to nice was bumped from 2pm to 6pm so we had to spend an extra 4 hours in the airport during this covid era. their website and emails prior to our day of flight kept asking us to check uk.gov for the covid rules and regulations for transit through london which said that no covid test was necessary if we could show proof of vaccine, however upon our arrival at the airport they told us we needed to go to the basement to take a covid test to show negative results. they charged us $250 per person for a rapid covid test which was an outrage and totally unnecessary. we could have gotten the test done at a cheaper rate had we known that this was a requirement prior to our flight. food service was horrible (they served food with lots of cheese to me while i had requested a vegan meal due to may dairy allergies). ba damaged our samsonite luggage and they told us at the airport that we needed to report this online. we have been trying to resolve this issue since july and after asking us for photos like 10 times, they are still giving us the run around.",-0.9287,Negative
563,"cancellation two weeks before i was due to travel. ba used to be my go to carrier and i am a silver member. however their service seems to have gone hugely downhill. flights get cancelled, the best alternative flights are offered and whilst in theory you can cancel or amend bookings online or on the app, invariably this is not possible. you cannot contact them by email and you may find yourself sitting on a phone for 40 plus minutes to speak to someone. if they are busy due to cancelled flights they need to employ people to answer calls and emails promptly. i was stunned by the recent cancellation to my catania flight two weeks before i was due to travel.",-0.0516,Neutral
564,"the most comfortable seats. the entertainment system was working badly, the screen was freezing every time i wanted to open flight map. though the aircraft was 8 years only, the window blinds worked with delays. the crew informed passengers that there would be no headphones provided as it was supposed to be a short-haul flight. after flying with aeroflot and s7 airlines, i expected to receive an excellent ba service, but i got only a pack of crisps and a tiny bottle of water. i think it’s unacceptable for a non-low-cost carrier to offer service like this. i can get that hot meals on board are now rare. i loved the most comfortable seats in my life! i tend to have problems with sleeping on board, but this time i didn’t even noticed my falling asleep right after takeoff.",0.8091,Positive
565,value for money here is incredible. i flew on british airways cheapest fare which was a hand baggage only fare in economy class. despite this being the cheapest fare you can actually carry two pieces of cabin luggage both weighing up to 23kg each. the value for money here is incredible. the ground staff at london heathrow are very polite and helpful. the plane was clean and the cabin crew were very smiley and polite. this was a short haul flight but we were given a free packet of crisps and a bottle of water. there was wifi onboard which we paid £11.99 for the full flight access package and it was great. it was fast enough to stream a movie on netflix. if you are considering between a low cost carrier and a premium carrier like ba pay the extra and fly with the premium carrier. with the generous cabin luggage allowance and the free snacks on board it may end up being cheaper and nobody claps when the plane lands.,0.9812,Positive
